	Strain	Plate	Well	Media	Replicates	Compound	KEGG ID	CAS ID	0.0hrs	0.25hrs	0.5hrs	0.75hrs	1.0hrs	1.25hrs	1.5hrs	1.75hrs	2.0hrs	2.25hrs	2.5hrs	2.75hrs	3.0hrs	3.25hrs	3.5hrs	3.75hrs	4.0hrs	4.25hrs	4.5hrs	4.75hrs	5.0hrs	5.25hrs	5.5hrs	5.75hrs	6.0hrs	6.25hrs	6.5hrs	6.75hrs	7.0hrs	7.25hrs	7.5hrs	7.75hrs	8.0hrs	8.25hrs	8.5hrs	8.75hrs	9.0hrs	9.25hrs	9.5hrs	9.75hrs	10.0hrs	10.25hrs	10.5hrs	10.75hrs	11.0hrs	11.25hrs	11.5hrs	11.75hrs	12.0hrs	12.25hrs	12.5hrs	12.75hrs	13.0hrs	13.25hrs	13.5hrs	13.75hrs	14.0hrs	14.25hrs	14.5hrs	14.75hrs	15.0hrs	15.25hrs	15.5hrs	15.75hrs	16.0hrs	16.25hrs	16.5hrs	16.75hrs	17.0hrs	17.25hrs	17.5hrs	17.75hrs	18.0hrs	18.25hrs	18.5hrs	18.75hrs	19.0hrs	19.25hrs	19.5hrs	19.75hrs	20.0hrs	20.25hrs	20.5hrs	20.75hrs	21.0hrs	21.25hrs	21.5hrs	21.75hrs	22.0hrs	22.25hrs	22.5hrs	22.75hrs	23.0hrs	23.25hrs	23.5hrs	23.75hrs	24.0hrs	24.25hrs	24.5hrs	24.75hrs	25.0hrs	25.25hrs	25.5hrs	25.75hrs	26.0hrs	26.25hrs	26.5hrs	26.75hrs	27.0hrs	27.25hrs	27.5hrs	27.75hrs	28.0hrs	28.25hrs	28.5hrs	28.75hrs	29.0hrs	29.25hrs	29.5hrs	29.75hrs	30.0hrs	30.25hrs	30.5hrs	30.75hrs	31.0hrs	31.25hrs	31.5hrs	31.75hrs	32.0hrs	32.25hrs	32.5hrs	32.75hrs	33.0hrs	33.25hrs	33.5hrs	33.75hrs	34.0hrs	34.25hrs	34.5hrs	34.75hrs	35.0hrs	35.25hrs	35.5hrs	35.75hrs	36.0hrs	36.25hrs	36.5hrs	36.75hrs	37.0hrs	37.25hrs	37.5hrs	37.75hrs	38.0hrs	38.25hrs	38.5hrs	38.75hrs	39.0hrs	39.25hrs	39.5hrs	39.75hrs	40.0hrs	40.25hrs	40.5hrs	40.75hrs	41.0hrs	41.25hrs	41.5hrs	41.75hrs	42.0hrs	42.25hrs	42.5hrs	42.75hrs	43.0hrs	43.25hrs	43.5hrs	43.75hrs	44.0hrs	44.25hrs	44.5hrs	44.75hrs	45.0hrs	45.25hrs	45.5hrs	45.75hrs	46.0hrs	46.25hrs	46.5hrs	46.75hrs	47.0hrs	47.25hrs	47.5hrs	47.75hrs	48.0hrs
47	ybaOALE	PM01	D12	M9 minimal media no C source	R1	Uridine	C00299	CAS 58-96-8	16.0778	17.3516	20.996	20.2634	16.969	21.3636	22.4724	18.5727	24.0234	28.6207	28.8473	35.9764	37.1756	48.8057	50.1929	55.3965	54.6039	51.2826	56.2839	57.7907	62.1829	61.9163	68.5364	68.9981	69.7145	74.0459	75.7006	87.2504	85.023	89.0938	95.4284	99.5326	105.6271	109.3817	112.975	113.8281	122.0063	124.2626	127.9106	131.5472	139.3851	140.491	141.448	148.3734	150.524	150.5944	153.6839	161.0914	159.2042	165.3164	166.1978	171.3821	177.8725	178.2577	179.6141	186.1172	182.7925	186.8405	188.7676	192.169	198.7436	197.2195	200.543	200.5388	206.2551	210.9231	209.8397	212.1166	211.7757	217.1604	218.4275	219.9184	220.0561	221.4069	224.9289	228.2751	227.3387	228.3189	230.548	229.9874	232.6646	235.9908	236.5381	240.4031	236.4872	237.4027	241.1696	245.5566	241.7684	242.972	245.3618	246.5392	243.9177	245.3746	244.0967	247.0558	243.1421	246.0201	244.3284	246.6245	245.9117	245.4451	248.7683	246.9418	245.4034	247.4535	246.4019	244.6116	246.969	247.0176	248.2303	247.3915	248.6364	246.6663	247.2011	246.1197	248.3324	245.6633	247.3222	248.393	247.3944	248.3498	250.5867	248.5247	247.0698	247.4074	248.5192	251.5291	247.6914	249.4382	246.2773	246.9273	247.6733	249.3729	248.8706	247.8031	246.1196	247.0559	248.8634	247.2564	250.9533	248.7928	250.9622	250.078	248.6226	249.9654	248.869	249.4897	246.6566	248.5674	246.312	245.5043	248.8083	249.5437	249.3987	248.6139	247.8594	248.8392	250.3931	249.4997	248.9071	249.5233	250.3585	246.0501	249.5681	248.8392	249.2321	247.6149	250.4099	250.7228	249.4631	248.015	248.317	251.2523	248.7832	248.5394	248.0675	246.6143	247.1669	249.6605	250.9544	249.4724	247.4175	246.8858	249.6772	248.4945	251.0491	249.0149	249.2128	249.854	249.9456	246.6725	248.6169
48	ybaOALE	PM01	E01	M9 minimal media no C source	R1	L-Glutamine	C00064	CAS 56-85-9	11.5749	12.696	16.0832	11.0	15.3672	15.468	18.4958	16.0588	18.4086	20.213	14.6573	16.1493	20.188	21.7801	18.6713	19.761	20.0764	19.5996	21.5106	20.0932	22.7135	21.7854	21.7583	27.2952	22.0437	23.4778	23.908	31.742	26.9197	26.4229	28.497	30.9626	23.8502	28.1194	29.0333	29.9154	26.4284	31.0423	29.0039	29.7057	32.191	31.6258	30.0399	30.9707	30.3417	29.9846	30.2489	30.12	29.5941	33.0838	30.674	34.0573	29.7662	32.4299	37.3331	30.1039	33.2192	33.1466	31.3454	31.9828	36.0466	29.6035	34.2839	36.1485	37.4051	31.9733	34.6857	35.4817	39.8301	37.426	33.0779	40.4228	37.2473	36.052	38.7042	38.5946	35.948	37.0727	40.3868	38.5505	41.0425	40.2684	41.1263	41.8394	42.7474	44.3632	44.147	44.929	48.9791	50.6858	51.0439	49.8054	48.6362	59.0477	57.1413	56.9666	55.7192	61.4392	63.5626	61.3607	69.8625	70.2138	74.3484	73.676	74.6261	73.8107	80.0686	83.5046	84.3578	87.8789	89.9747	94.2346	96.6568	98.9667	93.6202	96.5535	96.6117	99.7651	99.6014	104.023	110.7153	106.1397	104.1828	106.4467	110.8726	110.5186	113.8874	118.3035	119.6365	122.7241	124.3615	124.4086	126.4355	126.2522	130.4438	129.6576	132.0974	136.871	138.7652	140.3995	138.5273	144.1575	144.5367	149.3423	147.6825	149.0616	153.2973	153.8214	154.6171	154.4215	158.0003	159.5948	165.3793	167.0328	168.7594	169.9409	176.3831	175.0073	180.9757	183.3253	184.8982	186.4185	191.6326	192.9387	190.4784	190.5256	198.2121	197.6399	194.313	201.1356	200.6457	203.4276	204.9589	206.7305	207.7671	209.3617	204.5426	209.8345	214.7493	215.5685	220.3511	221.5516	222.2486	225.0783	227.4698	228.0817	228.4901	230.3205	232.6874	235.3893	237.4741	234.5066	238.3021
49	ybaOALE	PM01	E02	M9 minimal media no C source	R1	m-Tartaric acid	C00552	CAS 147-73-9	11.0	11.0	11.0	11.0	11.0	11.0	11.0	11.0	11.0	11.0	11.0	12.3698	11.0	11.0	11.2503	11.0	13.1915	11.0	13.319	12.848	13.9751	12.5402	15.9786	16.5126	11.0	14.2318	11.4715	17.8493	13.2613	17.6238	21.7283	16.3105	18.361	12.3107	18.8569	19.6245	21.6912	17.3898	19.6948	20.215	22.1376	19.5006	22.4616	19.3097	23.378	24.7708	24.1629	19.0207	22.5704	20.9412	21.6535	21.8321	23.4468	24.2972	24.7281	23.4167	22.3691	23.47	21.5364	25.558	30.6178	27.77	26.3809	27.6455	27.0359	28.1749	27.1059	29.7236	27.2646	27.5458	27.412	32.2326	29.6883	27.9364	28.9416	30.2217	35.1484	30.4151	30.8965	34.6146	39.1318	36.3202	37.9861	40.3629	43.7386	46.6482	41.1268	48.2562	49.0268	48.6176	52.7019	55.2244	53.4524	60.1357	59.0532	61.1789	59.676	64.0615	61.8552	66.049	69.7641	67.1399	71.2285	72.8603	77.5815	80.6066	83.4794	85.061	88.561	82.901	87.7726	86.2759	89.2878	93.2396	97.5706	99.1423	99.9993	97.2573	100.8142	104.4328	104.0928	100.4034	99.4651	103.0002	107.6444	107.601	105.4445	107.6242	111.5059	111.833	110.7832	109.3726	111.3173	113.2268	110.9203	114.0159	113.9765	113.3142	116.8703	118.3544	122.5823	121.5822	119.2574	122.8837	125.4194	124.5907	127.153	122.1509	125.6967	126.2929	127.6966	127.9171	128.5234	135.9069	140.326	134.9941	140.9139	138.2016	139.6035	140.8506	138.6176	141.2896	138.5792	139.5725	144.0693	147.0469	144.4343	141.3567	145.9523	150.8806	154.6233	153.7887	153.6582	153.313	154.6067	157.3115	157.7239	161.7284	163.6152	164.2631	167.1147	164.4899	162.6745	167.0763	169.7082	169.9045	164.8192	169.1735	166.1537	170.3948	176.3501	176.6785	173.4636
50	ybaOALE	PM01	E03	M9 minimal media no C source	R1	D-Glucose-1-Phosphate	C00103	CAS 56401-20-8	11.0	11.0	11.0	11.0	11.0	12.167	11.0	16.8701	15.8914	16.0724	24.0921	27.6443	30.6211	34.0288	40.5309	43.6733	50.5377	47.5439	54.923	62.1156	64.6781	72.2704	95.8825	93.1023	88.9551	101.4013	100.727	106.0703	109.896	118.3714	121.5942	122.6441	127.9007	124.975	132.6416	133.4318	135.1029	142.3738	143.6035	144.9711	157.9852	158.4055	168.9497	171.0824	179.995	187.8558	191.1664	197.147	196.1464	203.9104	202.2266	207.118	207.1682	210.3423	212.3389	214.4634	218.7592	221.5425	220.5321	220.945	222.9206	224.2454	224.7202	226.2758	230.1836	227.9663	229.5011	234.2355	237.3594	237.7972	233.9021	236.3125	238.3508	244.1735	246.4978	242.4621	242.8069	247.9929	246.9968	244.0142	248.0054	248.8308	248.9601	249.9805	250.3059	254.5264	256.3563	254.0399	254.3052	255.9629	256.3085	254.0991	256.5866	256.5043	259.3258	258.8673	259.2114	260.0982	259.5296	260.1745	261.2643	258.5656	261.9772	261.4242	260.773	259.419	264.8578	262.125	264.8134	265.5335	264.7896	263.9472	263.4749	265.8257	262.2585	268.7293	263.6554	264.6461	260.5242	263.3904	265.385	265.8509	262.6942	265.2372	264.461	263.6707	266.0933	265.2227	264.3383	264.2628	265.2266	264.1332	267.1823	265.0452	267.4393	269.1392	264.4837	266.4775	266.7928	265.7136	264.635	265.2925	266.7668	263.9784	266.7862	266.181	266.5519	268.2393	267.5486	262.0865	264.0821	266.9956	268.9216	267.2687	267.2623	267.1308	267.5026	268.2198	268.6965	267.3517	267.7838	267.0403	269.3102	264.0713	268.0895	266.1362	266.3663	264.5977	264.7892	267.6813	265.1795	265.1073	266.0499	266.3108	264.8896	266.944	264.0594	264.3714	269.2745	266.51	268.4279	265.676	267.9018	267.6909	270.0165	265.1914	266.5405	264.0864	264.8645	268.819	261.0497	263.7288	265.7514
51	ybaOALE	PM01	E04	M9 minimal media no C source	R1	D-Fructose-6-Phosphate	C00085	CAS 26177-86-6	11.0	11.0	11.0	11.0	11.0	11.0	11.8396	11.0	11.0	11.0	11.0	12.7435	11.0	16.1996	19.2652	21.1294	27.5952	38.0107	43.2628	27.5536	48.7605	47.6772	51.7773	54.6887	58.1527	67.6979	70.6491	75.5884	83.5648	87.7208	95.8233	103.8524	112.7791	123.6082	129.5048	141.6161	149.5691	160.2256	172.8852	181.2153	187.8968	189.3175	187.9571	196.0141	204.602	202.9843	205.4028	203.3463	210.9017	214.6958	217.5688	217.2705	220.0624	222.8865	228.8357	229.693	230.3354	233.9812	231.0235	236.1004	238.7844	244.3947	244.1309	243.8633	248.3854	249.3508	248.9443	252.0745	251.7261	254.2835	256.5998	256.8493	259.4916	261.4352	262.2551	260.4271	263.3674	263.1686	264.097	267.2667	266.2151	270.4286	270.0576	271.9374	269.1078	270.8808	271.2484	270.0265	274.2079	277.5835	275.3027	273.2509	275.5689	276.7707	275.4374	278.2619	277.7359	278.1419	279.2176	278.2922	280.3817	278.094	280.7395	276.3432	279.6618	283.2548	283.5615	283.3545	282.9582	282.6116	282.2318	286.1849	284.8503	284.3887	284.7353	284.5538	286.8916	285.0248	286.3287	286.4017	285.5194	285.1611	284.399	284.5697	285.8165	286.1722	287.8465	286.0502	285.5539	288.887	286.5536	286.301	288.3971	289.0118	284.404	286.8722	289.4483	288.6839	287.3118	286.8845	288.1849	285.5856	289.6818	289.7067	285.6178	289.1222	286.5068	286.7183	286.1194	288.6553	285.9629	288.6721	289.3604	287.2342	289.1984	288.6006	290.2056	289.3589	289.8413	289.1008	289.8422	289.6278	288.621	288.5414	290.7003	290.119	291.5547	288.3548	289.5243	289.1956	285.7427	291.2087	289.5134	291.2614	292.2813	290.7961	290.446	293.2752	289.9161	290.5483	293.1458	292.3199	289.6917	289.3648	290.2498	291.0172	291.5479	289.7743	293.0877	289.8926	289.8181	286.6009	291.5251
52	ybaOALE	PM01	E05	M9 minimal media no C source	R1	Tween 80	C11625	CAS 9005-65-6	11.0	11.0	11.0	11.0	11.0	11.0	11.0	11.0	11.0	11.0	11.0	11.0	11.0	11.0	11.0	11.0	11.0	11.0	11.0	11.0	11.0	11.0	11.0	11.0	11.0	11.0317	17.7844	15.3972	17.8569	17.7792	23.6642	21.4379	23.5085	21.6652	26.6544	24.2903	23.8476	27.1461	25.5178	26.3758	31.1623	25.1388	27.4155	27.5559	29.0529	30.9883	28.3587	34.2881	29.2047	33.0282	34.103	29.5965	29.7533	37.4767	31.0178	27.9949	30.8389	28.7191	30.4041	29.272	34.2202	29.8411	34.2617	31.4407	34.095	30.7562	28.3975	32.2821	30.8766	32.6091	29.1996	30.099	29.218	33.218	31.5837	30.196	30.0059	28.1571	30.8797	29.7287	32.1011	30.7024	28.0116	31.5128	30.6548	30.8948	34.4651	33.7067	31.1174	30.3998	32.7973	32.3351	30.6213	33.0154	32.3962	32.1568	30.264	32.5682	34.9001	31.9602	30.3954	30.4084	31.3727	33.7472	34.3179	33.4344	34.278	34.761	31.3239	31.4715	35.5057	35.558	31.3473	31.9191	33.3786	33.6337	34.1609	32.2099	33.592	35.3241	32.94	31.6504	36.2035	34.3696	31.6731	32.8844	31.7662	32.7578	33.0392	31.7921	34.3312	30.2874	36.5128	30.1091	33.9513	33.9393	32.0789	32.9844	33.2296	30.7697	30.5603	33.9409	38.5242	32.2404	33.1585	31.412	31.1263	34.4199	34.5916	34.6806	35.3408	31.8283	30.4733	30.3211	31.1509	28.2471	32.6558	32.4351	30.661	34.3502	32.2516	30.1569	33.4006	33.7107	29.4587	31.351	34.8462	33.4477	34.5951	35.917	32.6931	34.7053	33.8078	34.3661	31.4278	32.8393	34.2885	33.7478	27.7653	33.1962	32.7135	32.2532	32.4017	32.867	28.5646	32.4844	37.2141	32.4394	33.3684	36.0038	37.6164	31.9841	35.1623
53	ybaOALE	PM01	E06	M9 minimal media no C source	R1	a-Hydroxyglutaric acid-g-Lactone		CAS 21461-84-7	11.0	11.0	11.0	11.0	11.0	11.0	11.0	11.0	11.0	11.0	11.0	11.0	11.0	11.0	11.0	11.0	11.0	11.0	11.0	11.0	11.0	11.0	11.0	11.0	11.0	11.0	12.7463	13.2274	13.4748	13.2438	13.6238	13.0827	11.7912	13.561	14.6371	19.532	17.5127	20.7947	19.534	18.0324	17.3352	21.3498	19.3143	16.3629	21.303	21.1161	18.2429	17.6825	19.8575	22.4933	19.3797	20.2076	22.1768	21.9048	24.733	22.5419	23.2464	21.9039	18.4018	18.116	23.6496	26.0529	18.6554	22.2977	22.9474	24.5665	21.6833	21.0528	26.3637	20.6125	20.0231	20.6002	20.2309	24.0382	23.2354	22.2539	23.9797	20.3497	23.2847	20.8786	23.1348	22.2888	22.2558	19.293	18.0053	24.3009	26.3796	25.1898	23.9939	28.7253	21.6841	24.9324	25.3029	20.5267	23.8817	24.1192	23.2723	23.832	24.1837	22.2946	28.1143	23.3334	26.2393	23.5046	26.7536	26.0192	26.1672	26.11	29.0061	28.2833	26.5144	25.1097	26.4959	25.6443	27.4939	26.066	23.8481	28.682	25.3543	23.3243	28.7424	28.5336	25.1625	23.0849	26.8934	26.9336	29.3988	24.6256	26.3142	27.3026	24.8563	22.5206	26.1075	26.3603	28.2476	29.7897	25.1857	27.4559	24.9416	26.3698	26.1854	26.9185	26.2316	24.5427	25.5267	23.0146	26.9242	24.1216	23.5636	24.3524	25.9488	24.7616	25.1015	27.0087	28.5028	25.4797	23.266	25.7204	26.3269	27.2892	24.5056	23.716	29.0524	23.5987	24.7188	27.9912	26.8896	24.9645	28.669	26.7069	24.967	23.3541	24.8951	25.6999	26.4277	24.9443	28.4214	28.9644	25.3737	25.8098	25.4153	24.5116	27.5984	25.0867	27.708	27.3389	23.9764	25.1772	29.3498	29.8735	28.5414	21.5679	27.5446
54	ybaOALE	PM01	E07	M9 minimal media no C source	R1	a-Hydroxybutyric acid	C05984	CAS 19054-57-0	11.0	11.0	11.0	11.0	11.0	11.0	11.0	11.0	11.0	11.0	11.0	11.0	11.0	11.0	13.7342	16.1799	11.0315	14.119	15.1293	19.3247	17.4785	16.3606	19.9609	18.4346	15.947	22.4941	20.5636	26.829	29.2432	19.7533	19.0026	26.947	25.6497	22.2329	24.4738	27.1147	24.7902	24.0417	28.5827	28.9228	28.9645	27.9987	32.868	30.891	32.2341	26.3861	29.8168	29.5156	28.7269	31.5336	33.5147	31.4769	34.064	32.799	34.2846	33.8851	33.1517	29.9892	30.8838	36.3467	39.0952	40.0163	36.0881	38.0697	36.0657	39.9295	41.8072	39.5938	40.3935	40.6586	37.2906	39.7709	43.2206	44.7917	40.1026	45.1099	45.249	39.844	40.6579	40.9767	42.9292	41.3067	45.4327	45.0102	40.4199	40.0628	48.4766	47.3409	49.7547	50.5341	46.9078	47.3747	45.2737	47.8165	49.2147	50.7223	49.6739	48.9254	48.77	49.085	51.1695	51.1093	50.8886	48.7806	53.268	50.9363	50.4396	54.4543	53.979	53.7671	52.3408	53.35	53.5638	54.5325	54.6127	51.6266	54.4372	56.807	57.0189	52.5646	57.5653	56.1384	55.4868	59.0808	56.5678	58.5518	58.8645	60.687	59.2139	59.3208	59.3535	59.2729	63.7842	59.8612	61.0112	63.0648	63.0992	61.0075	54.9844	65.1436	64.2322	59.7899	66.0465	65.6143	62.0217	62.3463	65.302	63.2437	64.4617	62.9263	62.5055	64.9322	65.3768	67.2939	67.5441	66.2424	65.4782	65.6123	70.1152	67.7517	65.52	67.5119	68.4299	67.5085	68.1279	64.6832	65.1448	65.7182	66.646	68.6948	67.8475	69.314	67.7711	70.4192	70.0789	70.3738	67.7726	73.3836	68.6066	69.6395	73.3253	77.8233	70.7755	79.1401	73.8004	71.8464	74.3959	70.8659	70.2127	75.0303	74.8481	71.5832	72.6514
55	ybaOALE	PM01	E08	M9 minimal media no C source	R1	b-Methyl-D-Glucoside		CAS 709-50-2	11.0	11.0	11.0	11.0	11.0	11.0	11.0617	13.4533	12.2288	16.1987	18.1547	19.1524	22.2518	24.7264	26.0203	31.7809	38.1186	32.7489	43.5545	47.9098	55.1322	54.8773	61.6858	63.9979	72.0778	76.6888	89.1264	95.6609	95.3866	92.969	100.4427	100.4197	99.0155	97.5994	109.9935	111.3464	117.7001	109.4518	116.6515	122.0194	123.3438	123.7234	129.5102	130.1993	127.1131	130.2145	137.6923	135.748	131.543	144.0723	138.6557	132.7315	136.1206	133.0755	146.3699	135.7408	139.7982	150.331	141.8365	146.7362	150.6829	144.8279	156.8937	155.1461	156.0422	156.6874	163.9242	167.2048	164.005	166.1514	166.5249	165.415	167.2422	170.7084	171.3065	169.2361	169.7809	171.9133	171.1508	179.0428	176.7899	178.6065	179.5613	177.299	177.538	183.0142	181.0311	182.3855	183.3646	184.536	187.6169	186.3282	188.1092	189.316	192.947	191.3948	192.8715	194.82	197.5748	190.6799	198.1252	197.0544	198.4706	198.6134	199.4828	204.3825	201.0534	204.5945	200.286	200.9148	204.1762	205.9078	205.6784	207.0416	207.2833	206.2568	210.2197	209.25	205.6177	208.3292	209.9547	213.0589	213.642	213.6583	210.6042	216.6971	213.787	215.1612	217.1433	216.3339	215.2111	210.1703	214.8651	218.2891	215.2494	218.1642	217.9468	217.4784	219.131	217.1476	217.987	213.4653	220.8566	218.4408	214.1482	215.3438	219.0652	219.5766	217.2297	223.1594	217.3034	220.1429	220.1639	219.3505	218.0098	220.6019	219.4865	221.6192	223.0339	220.2652	218.8513	219.318	221.594	217.9535	219.9858	220.8498	217.0578	222.1776	223.0502	224.587	221.4981	223.2352	224.2484	219.2637	219.8303	221.1502	220.3874	221.7528	224.7892	220.915	224.213	220.7568	221.3327	225.9461	223.9047	222.8924	223.686	223.0308	221.4351	225.4863	220.9394	220.3766	219.9513
56	ybaOALE	PM01	E09	M9 minimal media no C source	R1	Adonitol	C00474	CAS 488-81-3	11.0	11.0	11.0	11.0	11.0	11.0	11.0	11.0	12.0472	12.6908	12.3843	11.0	11.0	11.0	12.0458	11.0	14.6424	12.5071	11.1862	12.3288	12.5792	12.9412	15.5706	14.3576	14.5779	16.0913	18.1659	21.7936	16.6073	18.347	18.8455	20.5481	19.6709	17.5438	25.2391	19.8081	21.4819	22.0572	22.2862	22.7865	25.1304	21.5805	26.0445	23.1902	27.5121	22.3463	25.178	27.8905	23.4256	28.4035	26.7142	23.8248	22.6909	23.985	25.6983	27.112	24.6272	26.1153	25.0542	24.9782	25.8948	29.2027	25.2334	28.3514	28.0262	26.9604	29.5596	27.4538	29.0303	30.6546	25.9989	28.2352	28.6126	26.5362	28.5094	24.3738	27.8841	26.6152	28.8901	27.1542	30.7826	28.6276	25.1885	28.4111	26.529	28.0957	27.3954	28.3393	27.0667	30.0723	28.5916	30.474	31.7514	28.9889	28.9428	29.6554	25.1771	28.9762	31.5846	29.3313	34.2412	30.2305	29.5259	25.2113	29.3074	29.7225	32.3668	32.9688	32.3838	33.057	33.3782	31.9638	31.0401	32.2687	31.2739	29.992	31.7233	30.4877	32.0783	32.0958	32.1533	35.8755	33.2946	32.7445	33.8693	29.9138	31.296	33.2831	34.3888	33.4092	31.9417	31.0531	30.9306	31.6293	30.5474	29.5815	30.3661	31.2648	30.7378	33.7507	31.4827	30.8502	36.5574	32.5521	28.6744	29.1757	31.1169	29.0844	32.3015	30.443	29.4322	32.8935	34.1835	31.9757	31.244	32.8211	30.0289	29.2299	31.3312	33.5719	30.1736	28.5167	32.9425	33.8882	34.3459	31.094	28.9818	29.75	31.6441	32.8483	30.5996	32.5135	28.814	35.8238	31.9965	33.0223	29.8399	32.3138	32.289	29.0024	32.1844	31.1848	30.5939	30.5986	28.3578	30.5349	30.8552	29.1648	31.7248	33.8889	32.3277	29.8384	31.9938
57	ybaOALE	PM01	E10	M9 minimal media no C source	R1	Maltotriose	C01835	CAS 1109-28-0	11.0	11.0	11.0	11.0	11.0	11.0	20.0034	26.6106	35.8073	47.5585	51.8496	56.9888	66.173	77.1111	81.6852	86.9877	92.997	101.1985	103.9241	107.2054	93.4703	120.6703	123.6383	128.011	136.0	137.6437	140.9848	152.1556	154.5426	156.1125	163.0001	163.3922	165.0221	169.782	176.9907	178.6344	174.128	181.8154	185.4845	189.2661	189.6232	189.4339	196.0635	196.843	207.27	210.7419	211.9488	220.9475	225.5597	228.4896	234.2449	238.7003	240.8821	245.1243	244.3213	248.6461	249.9522	249.3636	248.6983	249.8834	252.2604	255.4614	254.1095	255.3405	255.9442	258.0797	257.8444	260.1059	258.6988	261.329	260.1954	262.446	261.8481	263.8489	264.6383	261.7201	265.6992	262.0108	264.7763	265.144	263.7625	267.8773	266.3339	265.6133	267.551	267.8716	269.4511	268.7943	268.5933	269.186	269.3327	268.5641	268.4677	269.6132	269.6915	270.7311	271.0698	270.6474	271.1332	271.1299	270.3498	271.2341	272.9149	272.0664	271.2534	271.8495	269.8893	271.5699	271.7642	275.2513	272.5162	275.2663	270.2551	273.4219	272.3575	273.2984	272.5483	277.3047	271.6214	273.5753	273.8551	273.7692	270.5022	275.4685	273.7892	274.3107	272.256	270.6081	271.3299	272.7213	272.573	273.9183	273.6329	273.1741	273.3874	270.7739	271.6448	272.821	272.8832	271.5908	274.9413	275.7904	271.9711	273.2592	274.1534	271.6534	271.8151	274.3142	273.0466	274.8405	272.8105	273.5823	271.746	272.7918	271.6705	273.2149	271.6047	272.5335	270.1605	272.3731	273.2762	272.2544	271.9773	271.8115	272.365	271.056	269.8704	269.2616	270.555	273.7395	268.8301	269.5243	270.5266	270.1284	271.7326	270.3079	269.03	270.393	270.2634	268.4979	271.9901	269.4741	271.1357	269.4883	268.9807	268.1591	269.0998	270.0063	266.8212	270.9068	267.3497	268.2402	267.0565
58	ybaOALE	PM01	E11	M9 minimal media no C source	R1	2`-Deoxyadenosine	C00559	CAS 16373-93-6	11.0	11.0	11.0	11.0	11.0	11.0	15.9989	13.3012	13.8956	13.0904	12.9362	13.7204	12.7	23.6782	23.2704	28.1406	31.1683	37.0694	40.2501	43.4787	48.5803	52.9463	61.7099	53.1222	52.8613	55.2831	51.0566	60.9611	62.3343	60.1641	64.5882	63.3067	71.5698	76.5038	83.3371	88.5779	96.2727	96.4117	104.5246	102.5175	118.7018	117.345	121.845	124.2443	134.8321	143.5401	145.5471	153.0564	150.6224	161.8565	164.2244	162.9601	166.9	168.58	167.8716	173.9624	179.3765	180.5412	182.9037	182.3628	182.8308	190.1053	188.2261	186.4357	188.7894	188.3627	191.7834	189.642	189.695	190.2657	195.2822	192.8195	194.3278	194.2517	198.0164	195.5411	196.1248	194.1847	193.1112	198.5893	202.7267	200.4434	194.9898	197.1115	197.2571	202.3434	201.193	200.0643	198.2517	202.405	199.193	201.795	200.2359	201.4898	200.1365	203.1376	204.2535	201.8144	203.3737	205.1092	203.9065	201.4921	204.7356	205.3373	206.7791	206.6575	204.7028	204.9431	204.3082	204.878	203.9087	204.7817	206.5089	206.5383	204.9839	205.6989	205.0872	206.5089	204.472	205.5707	207.7031	209.8746	205.9396	207.229	206.8737	205.2242	207.9597	208.4843	208.3305	207.6432	206.0205	205.5565	206.5266	207.6641	207.754	212.9899	208.0704	208.2284	207.9188	208.8421	211.7251	210.6992	212.2509	214.309	215.1629	213.6406	214.3022	215.6635	214.7417	212.035	215.2097	216.5964	215.2643	214.9848	216.1419	217.7601	216.6972	216.8866	216.6226	216.546	218.2868	218.2879	224.8577	217.1721	221.0407	221.8772	221.5975	219.9676	223.0418	222.7718	224.0668	220.1888	220.9641	224.0995	218.0676	218.5707	222.2486	224.7263	224.8169	222.5369	224.8761	224.2589	223.6581	224.1949	221.3829	219.3689	222.5324	223.1851	223.2159	223.5316	224.412	223.847	222.1122
